index_id	category	text
854	travel	MetroPlus hêsantir e û kêmtir qerebalix e lê hinekî biha ye, lê dîsa jî ji bilêtên metroyên Ewropayê yên normal erzantir e.
833	travel	Dibe ji bo vê bi polîsekî herêmî re dagirtina formetê yan serdana nivîsîngehên koçberîyê bivê.
1604	travel	Her sipêde, mirov, ji bo çûyîna karxaneyên xwe gundebajarokên xwe ji tirimpêlan re dihêlin û ew ji alîyê hinên din ên cîhê karî hema vêga hiştine ve tên buhurîn.
1826	travel	Eger hûn ne şarezayê ajotina li ser rêyên bejayiyê bin, hay ji xwe hebin: palên asê, rêkokên teng û fitlokên zirz zal in.
1559	travel	Veguhestina pêşî tê zanîn birêveçûn e, mirov, du milyon sal berê bi derketina Homo Erectus (maneya wê mirovê rast e) dest bi birêveçûna rast kirin.
1880	travel	Gerokên li derveyê welêt difikirin neştergerîyên guherîna regezê bikin, ji bo geşta vegerê divên baş zanibin ew belgeyên rewa hildigirin.
835	travel	Di rewşên din de, bi tenê ji bilî gerokan kesên li derveyê cîhên bicîhbûnê dimînin divên xwe qeyd bikin. Lê ev, qanûnî bêtir nexuya dike, ji ber vî awayî pêşîn hîn bibin.
866	travel	Gava hûn cara pêşîn herin serdana welatekî bin geşîyê de - yan jî cihekî nû yê li cîhanê - şoka çandî ku dê pêk were biçûk nebînin.
1700	travel	Jin: Tê salixdayîn ku her çi geştîyarên jin bêyî nihêrtina li rewşa medenî ya jinan bêjin ew zewicandî ne.
887	travel	Serdanên tûrîst biha ne, fitnessa fîzîkî jê re divê, tenê havînê dikare pêk were Mijdar-Sibat, û piranî li nîvgirav girav û Deryaya Ross dibin.
691	travel	Mirov dikare bi rihetî bi riya botekê li golê here serdana şûnê.
1948	travel	Digel sîteyeke maneya wê ji bo beşeke giring a giranîya dinyayê hema bêje nayê hesabê, a rastî ji kerama xwe ji bîr nekin ku hûn serdana sîteyeke gorên komî dikin.
948	travel	Gava hûn li marînayan siwar bûn divê hûn bizanin her tişt pir eşekere ye. Hûn ê bi otostopgerên 'kelekên din re hev nas bikin û ew ê zanyarîyên xwe bi we re parve bikin.
1857	travel	Gava vîzeya te ya Schengenê hebe, pêwîst nake tu ji bo her welatê Schengenê cuda serî li vîzeyê bidî, ku dibe sedema dem, pere û karên kaxizên zêde.
675	travel	Ev bi pîlankirineke bi hezr dibe di tirimpêleke asa de bê kirin, lê 4x4 tê salixdayîn û bi tenê bi tekelê bilindbin ê 4x4 dibe bê gihan gelek cîhan.
1800	travel	Di rêyên bi qeşem û bi berf de têdan kêm e û hûn nikarin wek ser qîra tazî tirimpêlê bi kar bînin.
1737	travel	Teksîyên hevpar rêyeke ji bo gerra zû û hêsan a cihên nêz ên wek Paro (Nu 150) û Punakha (Nu 200) ne.
204	travel	Twin Otter, wekî rêhewaya PNG balafira CG4684 hewl dabû ku do li Kokoda dakeve, lê belê ev yek carek hatibû qutkirin.
831	travel	Di trênên bi doşek de ji bo navber nekeve xewa we, dibin paseport ji alîyê kondukturî ve bê berhevkirin.
