index_id	category	text
854	travel	Metroplus yi kavaa na yii andu aingi indi ndivi yake yi iulu va nini, ona vala no munini kute tikiti sya kawaita sya metro Europe.
833	travel	Uu nowende kususya foomu wina muusikali wa kisio kiu kana uthi kwa uvisi wa nthama.
1604	travel	Kĩla kwakya, andũ matĩaa tũmĩsyĩ tũnĩnĩ mengalĩnĩ syoo maendete kũla mathũkũmaa na maĩvĩtwa nĩ angĩ ala mathũkũmĩlaa kũndũ kũla asũ maũma.
1826	travel	Ethĩwa ndũmanyĩĩtwe ũtwaa ngalĩ lelũnĩ sya nza wa mĩsyĩ mĩnene, lilikana ũũ: iĩma ndũlu, tũlelũ tũtheke, na ilingo nthũku nĩsyo mbingĩ kũũ.
1559	travel	Nzia ya mbee ya ukui yeesiwe ta kutembea, andu mambiiie kutembea malungele myaka milioni ili mivituku kwa kumila kwa Homo Erectus.
1880	travel	Atembeĩ ala maendaa kũvĩndũwa mamũtha moo ma kĩmbĩthĩ nthĩ sya nza nĩmaĩlwe nĩ kũkũa mavalũa ala metĩkĩlĩthĩtw'e kũtũmĩka ndambũkanĩ yoo ya kũsyoka.
835	travel	Kundu kungi, no kwa la mekwikala nza wa kundu kwa ukoma kwa atalii meenda kwiyandikithya. O vailye uu uu nutumaa miao yisiwe nesa, kwoou manya kwi tene.
866	travel	Ketha wienda kutembea nthi syiendeye kwiana ivinda ya mbee - kana vandu veũ - eteela kutelemwa ni syithio ingi.
1700	travel	Aka: Nĩ woni ũnenganĩtwe kana mũndũ mũka o na wĩva aendete kyalonĩ asye nĩmũtwae, vate ũmaka kana nũ matwae kana ti matwae.
887	travel	Ndembea sya ki utalii syi thooa muno, syendaa kwithiwa sawa mwiini, sitonya o kwikika ivinda ya syua Nwei wa Ikumi na umwe kuthi mwei wa ikumi na ili, na kwa uasa sitonya o kwithiwa Peninsula.
691	travel	Kũtembea kuthi vandu vau nokũkwatanĩw'e nesa vyũ na kyalo kya ĩtalũ kya kũthi ĩianĩ.
1948	travel	Mwa lilikanai kana mwitembelea tuvuli twa andu aingi, na ingi vandu ve vata muno vyu kwa andu ma nthi yonthe matatalika.
948	travel	Ikiiya kana wavika vala masiwa syingamaa nukwona kila kindu. Ni ukomana na andu angi maendaa na masiwa na ni mekuutavya kila kindu.
1857	travel	O undu umwe na kwithwa na valua ula waile wa kuthi Schengen, vai vata wa kúandikithisya valua kivathukany'o kwa nthi sya ikonyo sya Schengen, kwoou uyiokoa ivinda, mbesa na wia wa mathangú.
675	travel	Undu uu nowikwe kwa ngali ya kawaita uvangite nesa ateo 4x4 vendaa na kundu kwingi kuendeka na ndia nthanthau sya 4x4.
1800	travel	Kwa lelũ syĩna ĩwa na mbalavũ, ũthĩĩvanũ wĩthaa wĩ mũnĩnĩ nandwĩsa kũtwaa ngalĩ ta wĩ nzĩanĩ nzeo.
1737	travel	Ngali sya kukombowa ni andũ aingi syi mituki na stalehe mundu aithi taoni sya vakũvi ta Paru (Nu 150) na Punakha (Nu 200).
204	travel	Twin Otter ĩthĩĩtwe ĩitata kũtũũla Kokoda ta Airlines PNG Flight CG4684, ĩndĩ nĩyaemiwe ĩita ĩmwe tayalĩ.
831	travel	Makanga ma ngali sya mwaki ila siendaa utuku mosanasya mavalua ma ndambuka tene ni kenda ndukanangiwe too.
1741	travel	Kĩao kĩu kĩvangĩĩtwe kwĩthĩwa kĩũthũkũma vyũ mwei wa Kenda 2017, yĩla mĩvaka ya Brazil ya kwosany'a koti yĩĩkwetw'e kwĩthĩwa yĩ mĩthelu.
958	travel	Vai ngwatanio ya ndeke sya ukui yithiawa iikwata ikililo isu itatu sya ukanga ila syi ilembetani ya itheo ya ndunia na SkyTeam ona ndikwataa kimwe kati wa ikililo isu.
1856	travel	O we watwika nukwikala kisioni kii, no ukilanilye mivaka utekwisila kundu kwa kusikya pasipoti ingi.
952	travel	O na vala nowone ta wailu kukomana na ndeke ila utumia kuuluka muno, waile umanya kana moseo ala manenganawa methwaa me kivathukany'o na kundu kwingi kwa flyers kwithwaa na ulau ungu wa ndeke ingi o ngwatanioni imwe.
994	travel	No ndeke sya kutala ila inenganae tikiti ya ndeke ya mundu mukwiie, oila siolaa mbilu ya ndatika ya muthya kutembea mathikoni.
538	travel	Atalĩĩ matembea kũndũ kĩvathũkany'o nthĩ kana omakasakũa kũtembea vandũ vamwe.
729	travel	kĩthũkũma kya Bowen nĩvaendawa mũno kwa syalo sya mũthenya kana wĩkendĩ nũndũ nĩkwĩthaa kũtwaa masĩwa, kũtembea, ndũka, kũndũ kwa kũthũmũa na ĩngĩ mbĩngĩ.
1923	travel	Kuuluka na ndeke no kwithwe kwi undu wi wia kwa andu ma ukuu oonthe na kusyoka itina, muno muno kethwa mayaathi na ndeke mbeangeni kana nimavitiie undu wi muisyo.
752	travel	Kwa ũkuvĩ, kũtũmĩa ngalĩ yaku nĩ nthĩa nzeo mũno ya kũthi ndembea sya lelũnĩ ĩndĩ kaingĩ ti nthĩa ya kũthi ũthũmũo wa kambinĩ.
832	travel	Kwĩyandĩkĩthya nĩ wendekethyo wa kwosa vĩsa. Nthĩ ĩmwe, nongĩnya wĩyĩandĩkĩthye wĩyandĩkĩthya vala wĩkalaa kwa anene ma kĩsio.
1991	travel	Nzia sya kulikya kiwũ no syithe vandũ vaseo vya kuthyũmũa.
856	travel	Kukuia angi - Ndukaatate muvuko waku ueke uwona, muno muno ila uukilanilya mivaka ya nthi yonthe.
945	travel	Ing’endilĩ sya ũkanganĩni syatumiaa nzia sya kiwuni sya Russia kuvika Black Sea na Caspian Sea. Nzia ii imwe no syitumiwe. Syisya kana ve syindu siendeka ni kenda mundu akilanilye ila syi vinya kukwata.
868	travel	Mithenya yaku ya mbee tumia mitũo ya asungu, ikala mauteli manene, ya leũ mũseo na kũndũ ũukũwa nesa ni kenda ũmanyie.
701	travel	Eene nthi ma Cuba ala mena kaati sya ngilini maile uthokea uvisi wa Ecuador nikenda mavetangwe kwa iseeso yii.
1813	travel	Ve wikwatyo kana tikiti mbingi sya mathau ikathooaw'a kati wa yeni 2,500 na yeni 130,000, tikiti sya kawaida iithoasw'a ta yeni 7,000.
1824	travel	Atembei ala maendaa nthi syi koti wi yiulu saa ingi nimaseiviaa mbesa nzeo, muno muno kwa syindu ta mbaa mbuki na kumbatu.
798	travel	O na ingi nengane mathangu ma wiw'ano na namba sya utumia ukuvikia kwi ala mwi kyaloni nao na andu ma musyi kana nduu ila ikwenda utethya.
1854	travel	Europe ilembeta inini indi yi na nthi mbingi nthasye. Nthi wa hali ya kawaita, kutemba nthi mbingi ni lasima withe na VISA na PASSPORT.
735	travel	Sirena nivo vandũ va asyĩmi voka vanenganae kũndũ kwa ũkoma na lĩu mũvyũ ĩũlũ wa kambĩ. La Leona, San Pedrillo, na Los Patos sinenganae o kambĩ vataĩ lĩu.
703	travel	Savali sya andũ aingi ni mbesa nini, kwooũ ketha wi weka kana wina mũnyanyaũ, tata ũmanthe andũ angi mũseovye kikũndi kya andũ ana kana thanthatũ ni kenda mũive mbesa nini.
951	travel	Waile kusakua kambuni wa ndeke ila ukaulukaa nasyo muno muno kwa ui.
1865	travel	Kethwa nthĩ ĩla ũũthokea yĩna wasiwasi wa kũthokewa, ĩnisualanzĩ yakũ ya ũĩĩti kana ĩnisualanzĩ ya kũekana na kũtambũka kwakũ noyĩthwe na maũvĩndũkũ.
749	travel	kũlĩka ngalĩnĩ yakũ na kũthĩ kyalonĩ kĩasa kũnengaa mwĩndũ mwĩw'ĩle mũseo.
1828	travel	Kwa kwenda kũmanya, ĩndĩ, ũthũkũmi wa simũ sya moko wĩna vinya vaa kwĩ kũndũ kũngĩ nziani ĩsu, ta Pennsylvania Wilds.
1941	travel	Lelu mbaamu, nyumba syi ukuta wa isisyo, na nduny'u sya matuku aa syanakavitw'e na siitiitwe na tailo ndune sya tene, ndunyu ya myaka maana ya ikumi na nyanya, na misikiti na makanisa makuu, o na kau musyi munene wina kiseve kya Europe ya Mediterranea kwi ya Turkey ya kawaita.
697	travel	Yelusaleme yi kundu kwingi kwa isitolia, kwa kwinza na kwa kithio, vamwe na isese sya utandithya ithengeanie vamwe na sya kwendeesya, kundu kwa kuiia, na kundu kwa kwitanithya.
1763	travel	Kila mwaka, ndasani ya aeni nimomíaa nundu wa kwithwa mate na ndistanzi ila yaile. Nyamu ii ni nene, nzanu, na itonya úkúúmísya, kwoou inenge mwanya wasyo.
939	travel	Ikiithya kana niwisi kila utonya na kila utatonya na uiweta kila kindu utavita kwa maundu ma miao.
954	travel	Kambũni ya ndeke ya Turkey yũlũkasya ndeke kũthi kũũndũ 39 nthĩnĩ wa nthĩ 30 sya Avĩlĩka kwĩ mwakanĩ wa 2014.
163	travel	Meli ya mwanya ila ivetangaa mbomu nziani sya kiw'uni, meli isu yii nziani iendete Puerto Princesa ku Palawan.
759	travel	ikundi ya kukuany'a utethyo ni ngwatanio ila ikwatanasya atalii na andu maku misyi ila maendete kutembelea.
1735	travel	Nûndû mbasi îla syiendaa kuma kisio kimwe kuthi kîngî syîthwaa syusîe, nuseo kûûa tiketi mithenya kauta savali îtanaambîîa.
1993	travel	Na o ingi nimavanaa nzia ila itumiawa muno kwa ku hike na kutwaa.
1722	travel	Kula kwonthe kusuviawa nyamu sya kithekani South Africa ni kwithiawa na ndivi ya kila muthenya ya kukusuvia na andu ni maiviaa kulika.
730	travel	Njamii nzeo yi Howe Sound o wavita Vancouver, na no umikwate kwisila taxi sya kuvanga ila ukuma kithama kya Granville kuu nza wa taoni ya Vancouver.
1609	travel	Niki sistemu sya mukuile syithwaa na minyungunyanisyo, niki mavalukaa kila muthenya? Mo mavundi ma ukui methwaa me kulutu? Kana ni ve undu ungi uendee?
680	travel	Soko usu wi vakuvi na muvaluko usu wa kiw'u, na ni ukusyo munene, indi kikusyo kii kya atalii kinenganae myanya mingi kwa andu ala mekwenda kusisya vamwe na ala meumantha syindu nzau.
1795	travel	ũtembeĩ na meli ya Saint Petersburg yĩthaa italĩte kũnewa saa kũtembea mĩsyĩnĩ mĩnene. Atembeĩ mayendekanaa meanaasye maũndũ othe ala methaa mayendekana nĩ Visa (sisya mĩao yoo).
1789	travel	Moalyũku kana maũndũ angĩ mailite kwĩanĩw’a mawetwe mwa mtetheesya wa kũtembea mbee na ti utelini.
712	travel	Masiwa mavitite 60 nimesilaa nzia ya kiwuni ya Galapagos ila yi unene wa kuma akua 8 nginya 100.
537	travel	Ethĩwa kĩeleelo kya mundu kuthi vandu ni kwenda umanya maundu mavo ma tene na syithio syoo muthemba uyu wa utalii witawa utalii wa syithio.
1708	travel	Kuu Medina nguu ni laisi kwithia kundu kuthoaw'a syindu sya ki'tene sya Morocco, ta tagine, mbisu, syindu iseuvitw'e na ua, hookah, na syindu mbingi sya geegaw, indi syonthe ni sya atalii.
1891	travel	atembeĩ ala meethĩĩwe na ĩvĩnda yololo ya kũvĩndũka kũthĩ ka mĩkalĩle myeũ saa ĩmwe methaa na thĩna wakũvĩndũka kũsyoka mĩtĩndonĩ ya kĩkwoo.
205	travel	Ta ndatĩka ĩkũmi itiele nĩkenda ĩtuwe kũma yĩenda ya kelĩ nĩ yaaie.
698	travel	Ecuador yienda eene nthi ma Cuba matumiwe valua mbee wa matanalika Ecuador kwisila iwanza sya ndeke sya nthi yonthe kana kwitikilithwa kwa voindi.
982	travel	Unethwa utwaite ngali wisile kithekani ki miti mithungu, o vanini uvinguite miomo ila uulika nthini wa ngali nundu utoetye umuu ulikany'e naku ngalini.
190	travel	Akuwa manengiwe kiw'u meteele uvyuvuni wa Farenheit 90.
704	travel	O va ilye uu, undu ndwaile ema ukuthiny'a, nundu mavinda maingi atalii nimakuanaw'a nikenda maususye ngali.
943	travel	Kwikala na kwiyumwa kutethya wia ute ndivi nthi sya nza ni nzia nzeo ya kumanya syithio ingi, kukomana na andu eu, kwimanya, kuelewa miolooto na kunya syindu nzau.
1786	travel	Ikũndĩ ila ĩthũkũmaa kũtembesya andũ me kyalonĩ nĩmethaa maandĩkanĩtewĩa na maotelĩ, o na kaũ no wĩmathĩe kũndũ kwa ũkoma, ta kambĩ, kwĩsĩla ĩkũndĩ ii syĩthaa na wĩa wa kũtembesanya.
1922	travel	Syalo imwe sya meli syithiawa na Berlin, Germany nthini wa mathangu masyo. O undu ukwona kuma visani wa kwonany'a kundu uu wi vau iulu Berlin ndii o na vakuvi na ukanga na kutembea musyini usu kwithiaa kwongele nthini wa thooa.
1785	travel	Kwikwatia mwanya tene kunengae mutalii muuo wa akili kana makeethiwa na vandu va kukoma mavika kula maendete.
536	travel	Utee wa ukanga, kundu kwi syindu sya kusisya na kambi ni siendawa muno ni atalii.
827	travel	Kwa ala mekwiwa matiana na kûanîwa, îvinda na kûtatîthya kûola ûtûmîi ûthee nginya nzilo, onai kiwango kinini kya mbangyeti ya kûtambûka.
955	travel	Ketha wĩna masaa angĩ ma kũtembea, sĩanĩsya tĩkĩtĩ wa kũtembea afrĩca na wa nthĩ yonthe.
1787	travel	Atetheesya ma syalo kaingi ni manenganae myanya ila ithiawa vamwe na liu wa kwakya, mivangi ya undu withi na kuma kiwanzani kya ndeke o na kana kyalo kya ndeke na uteli syi vamwe.
94	travel	Ndeke isu iendete Irkutsk na yitwaitwe ni asikalima nthini.
1892	travel	Ivinda ya kusyoka musyi itina wa kkwikala nthi sya nza withaa wamanyie kithio kieni na kulwa ni syindu imwe sya kithio kya musyi kwoo.
1920	travel	Ii yimaanisha no utembee taoni ii ya tene mithenya kauta uisyokethya kukoma melini wiyoo.
836	travel	Architecture ukonanitw'e na ndisaini na mwako wa myako. Mundu ula uthukumaa wia uu evala ukuthukuma ethwaa eilye ta mutalii we mweene.
995	travel	Ndeke ila inenganae ii ni vamwe na Air Canada, Delta Air Lines, Lufthansa kwa ndeke syumite nthi ya Amelika kana Canada, na WestJet.
829	travel	Uvisi wa kũisya andũ ala mathamaa nĩkyo kyaĩ kya mbee andũ mekusyoka ndekenĩ, isiwa kana ngalĩnĩ ingi.
754	travel	Mikaawa imwe yithiawa na kindu yosete kuma golden age ya nzia sya ngali sya mwaki na mivia ya ukanga; mbee wa kau wa keli wa nthi yonthe, myakani ya maana ikumi na kenda kana mwambililyoni wa miongo ili.
1709	travel	Goma ni musyi wa atalii nthi ya democratic Republic of Congo ila yi umiloni wa sua vakuvi na Rwanda.
700	travel	Maundu aa methwaa maseuvitw'e ni kenda withie kuthama ni laisi kati ka nthi syeli.
742	travel	Ateo nî nini, ililikanasya atalii amwe akûû kuma Hawaii mbeangenî wa nthî vate mîkaawa mînene ya atalii na maendeeo angî.
1601	travel	Utalii iulu wa mawithyululuko wendeesya andũ ala mekwenda kwona kũndũ kwondũ wa kwitanĩthya na ũseo ũla wĩ kw'o yĩkwo, vamwe na mĩtĩ na nyamũ sya kĩthekanĩ.
1803	travel	Ngalĩkonĩ ĩla ĩngĩ, nzeve ya yĩa na mbalavũ nĩyĩthaa yĩya kawaĩda nthĩ mbĩngĩ, na ũsongĩ wa ngalĩ nũendee nesa mwaka wonthe.
1804	travel	Safaris notasyo syendeeasya utalii mwingi kuu Avilika na wonany'o mwingi kwa aeni.
