index_id	category	text
431	geography	ⵜⵓⵔⴾⵉⵢⴰ ⵜⵍⴰ ⴰⴶⴰⵔⵢⵓ ⴷ<ⵗ ⴾⵔⴰⴷ ⵉⵗⵉⵍⴰⵏ: <ⴶⴰⵔ<ⵓ ⵡⴰⵏ ⴰ<ⴶ<ⴰⵏ ⴷ<ⵗ ⴰⵎ<ⵏ<ⴶ, ⴱⵍⴰⵛⴾ ⵚ<ⴰ ⴷ<ⵗ ⴰⴼ<ⵍⵍⴰ ⴷ <ⴶⴰⵔ<ⵓ ⵡⴰⵏ ⵎⵉⴷⵉⵜⵉⵔⴰⵏⵉ ⴷ<ⵗ ⴰⴶⵓⵙ.
403	science/technology	ⴷⴰⵗ ⴰⵏ<ⵎⵎⴰⵏⵗⵉ ⵜⴰⵎ<ⵗⴰⵏ ⴼⴰⵍ ⴰⵎⴰⵏ ⴰⵏⴷⵓⴾⴰⵏ ⵗⴰⵙ ⴱ<ⵛⵛⴰⵏ ⴰⵙ ⵉ ⵢⵓⵙⵙⴰ ⵔⴰⴷⴰⵔ ⵢⵓⵏⴰⵢ<ⵔ, ⵜⵓⴶⴰⴶ<ⵏ ⴷⴰⵡ ⴰⵎⴰⵏ ⴼⵓⵍⵍ ⵉⵏⵉⵏ ⵉⵛ<ⵏⴶⴰ ⵛⵡⴰⴷ<ⵏ ⴷ-ⵙ<ⵏ.
1592	science/technology	ⴰⵙ ⵜ<ⵈⵈ<ⵍ ⵎⵓⵙⵏ<ⵜ ⵜⴰ ⵏ ⵍⵢⵓⵏⴰⵏ ⵙ ⴷ<ⴼⴼ<ⵔ, Iⴾⴰⵍ<ⵏ ⵓⵉ ⵏ ⴰⴼ<ⵍⵍⴰ ⴶⵔⴰⵡ<ⵏ ⵉⵎⴰⵏ-ⵏⵙ<ⵏ ⵜ<ⴱⴱⴰ-ⵙ<ⵏ ⵎⵓⵙⵏ<ⵜ ⴷ ⵉⴾⵉ ⵡⴰ ⵏ ⵍⴼⴰⵍⵙⴰⴼⴰ.
993	entertainment	ⵙ ⴰⵡⵉⵏⴷ<ⵗ ⵉⵡⴰⵔⵜⴰⵏ<ⵜ ⵂⴰⵔ<ⵜ ⵏ ⵜⵉⵂⵓⵙⴰⵢ ⴷ ⵙⴰⵔⵂⵓ ⴷ<ⵗ ⵜⴰⵙⴰⵎⵂⵡⵉⵜ ⵜⴰⵏ ⵜⴰⴴⵔ<ⵙⵜ, ⵉⵎⵉⵔ ⵡⴰⴷ ⵉⵍⵙⵉⵏ ⵉⵜⴾⴰⵔ ⴰⵗⵔⵉⵙ ⴷ ⵉⵎⵓⵙⵓⵜ<ⵏ ⴷ ⴰⴷⴰⵍ<ⵏ ⵂⵓⵏⴷ ⵜⴰⵙⴰⵍⴰⵍⴰⵜ ⴼⵓⵍ ⴰⵗⴰⵔⵉⵙ.
755	entertainment	ⴷⴰⵗ ⵎⴰⵏⵜⴰⵜⵓ, ⵉⵙⴰⵏⵙⴰ ⵡⵉⵗ ⵏⴰⵙⵙⴰⵏ ⴷ-ⵙ<ⵏ ⵎⵉⴷⴷⴰⵏ ⵡⵉ ⵍⵍⴰⵏ ⵉⵂⴰⵔⵉ. ⵟⴰⴶⴰⵏ ⵜⵉⵜⴰⵜⵉ ⵜⵓⵍⴰⵗ ⵂⵓⵍⵍⴰⵏ.
1936	politics	ⴹ<ⵗ ⴰⵡⴰⵜⴰⵢ ⵡⴰⵏ 1994, ⴰⴾⵏⴰⵙ ⵡⴰⴷ ⵏⵜⴰ ⴰⴷ ⵓⵔⴰⵡ<ⵏ ⴰⴾⴰⵍ ⵡⴰⵏ ⵜⵔⴰⵏⵙⵉⵏⵉⵙⵜ<ⵔⵢⴰ ⵜⴰ ⵜ<ⵟⴹⴾⴰⵍ<ⵜ ⴷ<ⵗ ⴰⵛⵔⵓⵜ ⵉⵢ<ⵏ ⴷ<ⵗ ⴰⵎⴰⵢⵏ<ⴶ ⵏ ⵎⵓⵍⴷⵓⴱⵢⴰ , ⵜⴰ ⵍⴰⵜ ⵜ<ⵎⵏⵓⴾⵍⴰ ⵏⵉⵜ ⴷ ⵜⴰⴷⴰⴱⵉⵜ ⵏⵉⵜ ⴷ<ⵗ ⴰⵛⵔⵓⵜ ⵉⵢ<ⵏ , ⵎⵓⵛⴰⵏ ⵡ<ⵔ ⵙ<ⵔ<ⵙ ⴰⵙⵓⵔⵂⴰⴶ<ⵏ ⴾⴰⵍⴰⵏ ⵡⵉ ⴰⵎⵓⵙⵏⵉⵏ ⵉⴾⴰⵍ<ⵏ ⴷ<ⵗ ⵜⴰⵙⴰⵈ ⵏ ⴾⴰⵍⴰⵏ ⵡⵉ ⴰⵔⵜⴰⵢⵏⵉⵏ.
1205	health	ⴷⴰⵏⵢ<ⵍⵍ ⵍⴰⵏⴶⵡⴰⴶ, ⵂⴰⵔⴰⵜ ⴷⴰⵗ ⵎⵓⵙⵙⴰⵏⴰⵏ ⵓⵉⵏ ⵜⴰⴶⴶⴰⵉⵜ ⵜⴰⵏ ⵓⵏⵓ,ⴰⵏⵏⴰ ⴰⵙ ⴰⵍⵗⴰⵙⴾⴰⵔ ⵡⴰ ⴷⴰⵗ ⵏ ⴰⵍⵆ<ⵔ ⵏ ⵜⴰⴶⴶⴰⵉⵜ ⵜⴰⵏ ⵓⵏⵓ ⴰⴷ <ⵡⴰⵢⵏ<ⵏ ⴰⴶⴰⵜ ⵏ ⴰⵎⴰⵙⴾⴰⵍ ⵏ ⵜⵓⵔⵂⴰⵏⴰ.
1692	geography	Iⴷ<ⴶⴰⵏ ⴰⴶⵓⵜⵏⵉⵏ ⴷ<ⵗ ⴰⴼ<ⵍⵍⴰ ⵡ<ⵔ ⴷ<ⵙ<ⵏ ⴰⴶ<ⵜ<ⵏ ⴰⴷⵉⵏ<ⵜ ,ⵎⵓⵛⵎ<ⵜ ⵏⴰⵙ<ⵏ ⴼⴰⵡ ⵡ<ⵔ ⵜⵉ ⵂⵉⵏ ⴰⴷⵉⵏ<ⵜ.
280	politics	ⵎⵓⵏⴰⵣⵣⴰⵎ ⵜⴰⵏ ⵓⴰⵏ ⵜⴰⵎⵜⵉⴾⵓⴰⵉⵜ ⴰⵍⵍⴰⵗ<ⵏ ⴰⵙ 100,000 ⵏ ⴰⵓⴰⴷⵉⵎ ⴰⴷⴷ<ⵓⴰⵏ ⴰⴷ ⴷⴰⵗ ⵜⵉⵗⴰⵔⵎⴰⵜ<ⵏ ⵏ ⴰⴷⴷⴰⵓⵍⴰ ⵜⴰⵏ ⴰⵍⵎⴰⵉ, ⵛⵓⵏⴷ ⴱ<ⵔⵍⵉⵏ, ⵛⵓⵍⵓⴶⵏ<, ⵂⴰⵎⴱⵓⵔⴶ ⴷ ⵂⴰⵏⵓⴱ<ⵔ.
247	politics	ⴰⵏⴰⵆⴷⵉⵎⴰⵏ ⵡⴰⵏ ⵉⵍⴰⵏ ⴰⵔⴾⴰⵡⴰⵍ ⵏ ⴰⵍⵆⵉⴷⵎⴰⵜ ⴰ-ⴰⵍⵆⴰⴾⵓⵎ ⴷ ⵙⴰⵔⵓⵉⵙ ⵜⴰⵏ ⵡⴰⵏ ⴰⵛⵛⴰⵔ<ⵗⴰ ⴷⴰⵗ ⵙ<ⵎⵗⴰⵔ ⵏ ⴰⵍⴼⵉⵙⵉⵍ ⵡⴰⵏ 247 ⵏ ⴰⵛⵛⴰⵔ<ⵗⴰ ⵜⴰⵏ ⵎⴰⵈⵈⵓⵔⴰⵜ ⵏ ⴱⴰⴾⵉⵙⵜⴰⵏ.
