index_id	category	text
1523	science/technology	La mutació afegeix nova variació genètica, i la selecció l'elimina del conjunt del patrimoni de variació que s'expressa.
1644	science/technology	La bomba de fissió funciona amb el principi que cal energia per a unir un nucli amb molts protons i neutrons.
558	science/technology	El nucli consisteix en dues partícules - neutrons i protons.
456	science/technology	Gràcies a això els objectius amb zoom poden produir imatges d'una qualitat comparable a l'obtinguda pels objectius amb distància focal fixa.
906	science/technology	Aquests són millors que els proxies web per diferents motius: per exemple, no es limiten a redirigir els http sino ho fan amb tot el trànsit d'internet.
452	science/technology	El disseny interactiu requereix que torneu a avaluar les vostres assumpcions sobre producció audiovisual i aprengueu a pensar de manera no linear.
1557	science/technology	Això es va convertir en una pràctica habitual, però el ferro va desgastar més les rodes de fusta dels vagons.
1360	science/technology	Les manades les formen d'un a tres mascles adults relacionats juntament amb fins a trenta femelles i cadells.
1675	science/technology	Tot i que la IA té fortes connotacions de ciència-ficció, forma una branca molt important de la informàtica que estudia el comportament, l'aprenentatge i l'adaptació intel·ligent de màquines.
1430	science/technology	Es diu que la relació d'aspecte d'aquest format (dividint per dotze per a obtenir la relació de nombres enters més simple) és, per tant, de 3:2.
1907	science/technology	Un telèfon via satèl·lit no sol ser un substitut d'un telèfon mòbil, ja que cal trobar-se a l'exterior amb una línia de visibilitat clara per a fer una trucada telefònica.
1555	science/technology	Tot i que les vies consistien només en taulons de fusta paral·lels, tibaven dels vagons amb cavalls per assolir velocitats majors i tibar càrregues més grans en les parts més difícils.
1632	science/technology	Es té coneixement d'elements químics bàsics com ara or, argent i coure des de l'antigor, en tant que tots ells es poden descobrir en la natura en forma nativa i són relativament fàcils d'extreure amb eines primitives.
1354	science/technology	La roda ha canviat el món d'una manera increïble. El fet més destacat que ha fet la roda per nosaltres ha estat fer el transport molt més ràpid i senzill.
462	science/technology	"Això es fa per a assegurar que la imatge cobreixi tota la pantalla. D'això se'n diu ""overscan""."
404	science/technology	"Els submarins alemanys es deien ""U-Boats"". Els alemanys eren molt bons a l'hora de fer navegar i d'operar els seus submarins."
604	science/technology	Tot i que el seu estat físic pot canviar, la seva composició química no varia.
352	science/technology	La tensió superficial es produeix perquè les molècules d'aigua a la superfície s'atrauen fortament entre sí més del que ho fan amb les molècules d'aire que estan per sobre d'elles.
